"ZipCode";"Name"
"01230";"Conand"
"01430";"Condamine"
"01400";"Condeissiat"
"01200";"Confort"
"01310";"Confrançon"
"01300";"Contrevoz"
"01300";"Conzieu"
"01420";"Corbonod"
"01110";"Corlier"
"01110";"Cormaranche-en-Bugey"
"01290";"Cormoranche-sur-Saône"
"01560";"Cormoz"
"01250";"Corveissiat"
"01370";"Courmangoux"
"01560";"Courtes"
"01320";"Crans"
"01340";"Cras-sur-Reyssouze"
"01350";"Cressin-Rochefort"
"01290";"Crottet"
"01750";"Crottet"
"01170";"Crozet"
"01290";"Cruzilles-lès-Mépillat"
"01350";"Culoz"
"01560";"Curciat-Dongalon"
"01310";"Curtafond"
"01300";"Cuzieu"
"01120";"Dagneux"
"01220";"Divonne-les-Bains"
"01380";"Dommartin"
"01240";"Dompierre-sur-Veyle"
"01400";"Dompierre-sur-Chalaronne"
"01270";"Domsure"
"01590";"Dortan"
"01500";"Douvres"
"01250";"Drom"
"01160";"Druillat"
"01130";"Échallon"
"01170";"Échenevex"
"01340";"Étrez"
"01230";"Évosges"
"01800";"Faramans"
"01480";"Fareins"
"01550";"Farges"
"01570";"Feillens"
"01210";"Ferney-Voltaire"
"01350";"Flaxieu"
"01340";"Foissiat"
"01090";"Francheleins"
"01480";"Frans"
"01140";"Garnerans"
"01090";"Genouilleux"
"01460";"Béard-Géovreissiat"
"01100";"Géovreisset"
"01170";"Gex"
"01130";"Giron"
"01190";"Gorrevod"
"01250";"Grand-Corent"
"01290";"Grièges"
"01220";"Grilly"
"01100";"Groissiat"
"01090";"Guéreins"
"01250";"Hautecourt-Romanèche"
"01110";"Hauteville-Lompnes"
"01110";"Hostiaz"
"01260";"Haut Valromey"
"01140";"Illiat"
"01200";"Injoux-Génissiat"
"01680";"Innimond"
"01430";"Izenave"
"01580";"Izernore"
"01300";"Izieu"
"01480";"Jassans-Riottier"
"01250";"Jasseron"
"01340";"Jayat"
"01250";"Journans"
"01800";"Joyeux"
"01640";"Jujurieux"
"01450";"Labalme"
"01150";"Lagnieu"
"01290";"Laiz"
"01130";"Le Poizat-Lalleyriat"
"01200";"Lancrans"
"01430";"Lantenay"
"01330";"Lapeyrouse"
"01350";"Lavours"
"01200";"Léaz"
"01410";"Lélex"
"01240";"Lent"
"01560";"Lescheroux"
"01150";"Leyment"
"01450";"Leyssard"
"01420";"Lhôpital"
"01680";"Lhuis"
"01260";"Lochieu"
"01680";"Lompnas"
"01260";"Lompnieu"
"01360";"Loyettes"
"01090";"Lurcy"
"01300";"Magnieu"
"01430";"Maillat"
"01340";"Malafretaz"
"01560";"Mantenay-Montlin"
"01570";"Manziat"
"01851";"Marboz"
"01680";"Marchamp"
"01300";"Marignieu"
"01240";"Marlieux"
"01340";"Marsonnas"
"01100";"Martignat"
"01600";"Massieux"
"01300";"Massignieu-de-Rives"
"01580";"Matafelon-Granges"
"01370";"Meillonnas"
"01450";"Mérignat"
"01480";"Messimy-sur-Saône"
"01800";"Meximieux"
"01250";"Bohas-Meyriat-Rignat"
"01660";"Mézériat"
"01410";"Mijoux"
"01170";"Mijoux"
"01390";"Mionnay"
"01700";"Miribel"
"01600";"Misérieux"
"01140";"Mogneneins"
"01250";"Montagnat"
"01470";"Montagnieu"
"01200";"Montanges"
"01090";"Montceaux"
"01310";"Montcet"
"01800";"Le Montellier"
"01390";"Monthieux"
"01120";"Montluel"
"01090";"Montmerle-sur-Saône"
"01310";"Montracol"
"01460";"Montréal-la-Cluse"
"01340";"Montrevel-en-Bresse"
"01460";"Nurieux-Volognat"
"01300";"Murs-et-Gélignieux"
"01130";"Nantua"
"01460";"Nantua"
"01400";"Neuville-les-Dames"
"01160";"Neuville-sur-Ain"
"01130";"Les Neyrolles"
"01700";"Neyron"
"01120";"Niévroz"
"01230";"Nivollet-Montgriffon"
"01230";"Oncieu"
"01510";"Ordonnaz"
"01210";"Ornex"
"01430";"Outriaz"
"01100";"Oyonnax"
"01190";"Ozan"
"01600";"Parcieux"
"01300";"Parves et Nattages"
"01630";"Péron"
"01960";"Péronnas"
"01800";"Pérouges"
"01540";"Perrex"
"01430";"Peyriat"
"01300";"Peyrieu"
"01140";"Peyzieux-sur-Saône"
"01270";"Pirajoux"
"01120";"Pizay"
"01130";"Plagne"
"01330";"Le Plantay"
"01310";"Polliat"
"01350";"Pollieu"
"01450";"Poncin"
"01160";"Pont-d'Ain"
"01190";"Pont-de-Vaux"
"01290";"Pont-de-Veyle"
"01460";"Port"
"01550";"Pougny"
"01250";"Pouillat"
"01300";"Prémeyzel"
"01110";"Prémillieu"
"01280";"Prévessin-Moëns"
"01160";"Priay"
"01250";"Ramasse"
"01390";"Rancé"
"01990";"Relevant"
"01750";"Replonges"
"01250";"Revonnas"
"01600";"Reyrieux"
"01190";"Reyssouze"
"01800";"Rignieux-le-Franc"
"01400";"Romans"
"01510";"Rossillon"
"01260";"Ruffieu"
"01450";"Saint-Alban"
"01380";"Saint-André-de-Bâgé"
"01390";"Saint-André-de-Corcy"
"01290";"Saint-André-d'Huiriat"
"01240";"Saint-André-le-Bouchoux"
"01960";"Saint-André-sur-Vieux-Jonc"
"01190";"Saint-Bénigne"
"01680";"Groslée-Saint-Benoit"
"01300";"Groslée-Saint-Benoit"
"01600";"Saint-Bernard"
"01300";"Saint-Champ"
"01120";"Sainte-Croix"
"01380";"Saint-Cyr-sur-Menthon"
"01000";"Saint-Denis-lès-Bourg"
"01500";"Saint-Denis-en-Bugey"
"01340";"Saint-Didier-d'Aussiat"
"01600";"Saint-Didier-de-Formans"
"01140";"Saint-Didier-sur-Chalaronne"
"01800";"Saint-Éloi"
"01370";"Saint-Étienne-du-Bois"
"01140";"Saint-Étienne-sur-Chalaronne"
"01190";"Saint-Étienne-sur-Reyssouze"
"01600";"Sainte-Euphémie"
"01630";"Saint-Genis-Pouilly"
"01380";"Saint-Genis-sur-Menthon"
"01400";"Saint-Georges-sur-Renon"
"01130";"Saint-Germain-de-Joux"
"01300";"Saint-Germain-les-Paroisses"
"01240";"Saint-Germain-sur-Renon"
"01630";"Saint-Jean-de-Gonville"
"01800";"Saint-Jean-de-Niost"
"01390";"Saint-Jean-de-Thurigneux"
"01640";"Saint-Jean-le-Vieux"
"01560";"Saint-Jean-sur-Reyssouze"
"01290";"Saint-Jean-sur-Veyle"
"01150";"Sainte-Julie"
"01560";"Saint-Julien-sur-Reyssouze"
"01540";"Saint-Julien-sur-Veyle"
"01250";"Saint-Just"
"01750";"Saint-Laurent-sur-Saône"
"01390";"Saint-Marcel"
"01510";"Saint-Martin-de-Bavel"
"01430";"Saint-Martin-du-Frêne"
"01160";"Saint-Martin-du-Mont"
"01310";"Saint-Martin-le-Châtel"
"01700";"Saint-Maurice-de-Beynost"
"01800";"Saint-Maurice-de-Gourdans"
"01500";"Saint-Maurice-de-Rémens"
"01560";"Saint-Nizier-le-Bouchoux"
"01320";"Saint-Nizier-le-Désert"
"01330";"Sainte-Olive"
"01240";"Saint-Paul-de-Varax"
"01230";"Saint-Rambert-en-Bugey"
"01310";"Saint-Rémy"
"01150";"Saint-Sorlin-en-Bugey"
"01340";"Saint-Sulpice"
"01560";"Saint-Trivier-de-Courtes"
"01990";"Saint-Trivier-sur-Moignans"
"01150";"Saint-Vulbas"
"01270";"Salavre"
"01580";"Samognat"
"01400";"Sandrans"
"01150";"Sault-Brénaz"
"01220";"Sauverny"
"01480";"Savigneux"
"01170";"Ségny"
"01470";"Seillonnaz"
"01630";"Sergy"
"01190";"Sermoyer"
"01470";"Serrières-de-Briord"
"01450";"Serrières-sur-Ain"
"01960";"Servas"
"01560";"Servignat"
"01420";"Seyssel"
"01250";"Simandre-sur-Suran"
"01580";"Sonthonnax-la-Montagne"
"01150";"Souclin"
"01400";"Sulignat"
"01420";"Surjoux"
"01260";"Sutrieu"
"01510";"Talissieu"
"01230";"Tenay"
"01110";"Thézillieu"
"01120";"Thil"
"01710";"Thoiry"
"01140";"Thoissey"
"01230";"Torcieu"
"01250";"Tossiat"
"01600";"Toussieux"
"01390";"Tramoyes"
"01160";"La Tranclière"
"01370";"Val-Revermont"
"01600";"Trévoux"
"01140";"Valeins"
"01660";"Vandeins"
"01160";"Varambon"
"01150";"Vaux-en-Bugey"
"01270";"Verjon"
"01560";"Vernoux"
"01330";"Versailleux"
"01210";"Versonnex"
"01170";"Vesancy"
"01560";"Vescours"
"01570";"Vésines"
"01430";"Vieu-d'Izenave"
"01260";"Vieu"
"01330";"Villars-les-Dombes"
"01150";"Villebois"
"01270";"Villemotier"
"01480";"Villeneuve"
"01250";"Villereversure"
"01200";"Villes"
"01320";"Villette-sur-Ain"
"01800";"Villieu-Loyes-Mollon"
"01440";"Viriat"
"01510";"Virieu-le-Grand"
"01260";"Virieu-le-Petit"
"01300";"Virignin"
"01350";"Vongnes"
"01540";"Vonnas"
"02300";"Abbécourt"
"02800";"Achery"
"02200";"Acy"
"02340";"Agnicourt-et-Séchelles"
"02190";"Aguilcourt"
"02110";"Aisonville-et-Bernoville"
"02820";"Aizelles"
"02370";"Aizy-Jouy"
"02240";"Alaincourt"
"02320";"Allemant"
"02290";"Ambleny"
"02200";"Ambrief"
"02190";"Amifontaine"
"02700";"Amigny-Rouy"
"02600";"Ancienville"
"02800";"Andelain"
"02800";"Anguilcourt-le-Sart"
"02320";"Anizy-le-Château"
"02480";"Annois"
"02500";"Any-Martin-Rieux"
"02360";"Archon"
"02130";"Arcy-Sainte-Restitue"
"02210";"Armentières-sur-Ourcq"
"02860";"Arrancy"
"02480";"Artemps"
"02270";"Assis-sur-Serre"
"02840";"Athies-sous-Laon"
"02490";"Attilly"
"02420";"Aubencheul-aux-Bois"
"02500";"Aubenton"
"02590";"Aubigny-aux-Kaisnes"
"02820";"Aubigny-en-Laonnois"
"02300";"Audignicourt"
"02120";"Audigny"
"02220";"Augy"
"02000";"Aulnois-sous-Laon"
"02360";"Les Autels"
"02250";"Autremencourt"
"02580";"Autreppes"
"02300";"Autreville"
"02400";"Azy-sur-Marne"
"02290";"Bagneux"
"02140";"Bancigny"
"02000";"Barenton-Bugny"
"02000";"Barenton-Cel"
"02270";"Barenton-sur-Serre"
"02700";"Barisis-aux-Bois"
"02170";"Barzy-en-Thiérache"
"02850";"Barzy-sur-Marne"
"02380";"Bassoles-Aulers"
"02330";"Vallées en Champagne"
"02220";"Bazoches-sur-Vesles"
"02500";"Beaumé"
"02300";"Beaumont-en-Beine"
"02110";"Beaurevoir"
"02160";"Beaurieux"
"02800";"Beautor"
"02590";"Beauvois-en-Vermandois"
"02110";"Becquigny"
"02400";"Belleau"
"02420";"Bellenglise"
"02200";"Belleu"
"02420";"Bellicourt"
"02440";"Benay"
"02450";"Bergues-sur-Sambre"
"02250";"Berlancourt"
"02340";"Berlise"
"02120";"Bernot"
"02290";"Berny-Rivière"
"02820";"Berrieux"
"02190";"Berry-au-Bac"
"02800";"Bertaucourt-Epourdon"
"02240";"Berthenicourt"
"02190";"Bertricourt"
"02200";"Berzy-le-Sec"
"02300";"Besmé"
"02500";"Besmont"
"02870";"Besny-et-Loizy"
"02300";"Béthancourt-en-Vaux"
"02210";"Beugneux"
"02130";"Beuvardes"
"02310";"Bézu-le-Guéry"
"02400";"Bézu-Saint-Germain"
"02300";"Bichancourt"
"02290";"Bieuxy"
"02860";"Bièvres"
"02200";"Billy-sur-Aisne"
"02210";"Billy-sur-Ourcq"
"02160";"Blanzy-lès-Fismes"
"02300";"Blérancourt"
"02400";"Blesmes"
"02110";"Bohain-en-Vermandois"
"02270";"Bois-lès-Pargny"
"02350";"Boncourt"
"02400";"Bonneil"
"02400";"Bonnesvalyn"
"02420";"Bony"
"02250";"Bosmont-sur-Serre"
"02860";"Bouconville-Vauclair"
"02450";"Boué"
"02160";"Bouffignereux"
"02400";"Bouresches"
"02160";"Bourg-et-Comin"
"02300";"Bourguignon-sous-Coucy"
"02000";"Bourguignon-sous-Montbavin"
"02140";"La Bouteille"
"02220";"Braine"
"02320";"Brancourt-en-Laonnois"
"02110";"Brancourt-le-Grand"
"02400";"Brasles"
"02000";"Braye-en-Laonnois"
"02140";"Braye-en-Thiérache"
"02480";"Bray-Saint-Christophe"
"02880";"Braye"
"02210";"Brécy"
"02220";"Brenelle"
"02210";"Breny"
"02870";"Brie"
"02240";"Brissay-Choigny"
"02240";"Brissy-Hamégicourt"
"02810";"Brumetz"
"02360";"Brunehamel"
"02130";"Bruyères-sur-Fère"
"02860";"Bruyères-et-Montbérault"
"02220";"Bruys"
"02500";"Bucilly"
"02880";"Bucy-le-Long"
"02870";"Bucy-lès-Cerny"
"02350";"Bucy-lès-Pierrepont"
"02500";"Buire"
"02620";"Buironfosse"
"02140";"Burelles"
"02810";"Bussiares"
"02200";"Buzancy"
"02300";"Caillouël-Crépigny"
"02300";"Camelin"
"02260";"La Capelle"
"02680";"Castres"
"02420";"Le Catelet"
"02490";"Caulaincourt"
"02300";"Caumont"
"02330";"Celles-lès-Condé"
"02370";"Celles-sur-Aisne"
"02240";"Cerizy"
"02860";"Cerny-en-Laonnois"
"02870";"Cerny-lès-Bucy"
"02220";"Cerseuil"
"02320";"Cessières"
"02200";"Chacrise"
"02000";"Chaillevois"
"02270";"Chalandry"
"02000";"Chambry"
"02860";"Chamouille"
"02670";"Champs"
"02340";"Chaourse"
"02570";"La Chapelle-sur-Chézy"
"02310";"Charly-sur-Marne"
"02850";"Le Charmel"
"02800";"Charmes"
"02400";"Chartèves"
"02370";"Chassemy"
"02400";"Château-Thierry"
"02270";"Châtillon-lès-Sons"
"02240";"Châtillon-sur-Oise"
"02160";"Chaudardes"
"02200";"Chaudun"
"02300";"Chauny"
"02000";"Chavignon"
"02880";"Chavigny"
"02370";"Chavonne"
"02860";"Chérêt"
"02860";"Chermizy-Ailles"
"02220";"Chéry-Chartreuve"
"02000";"Chéry-lès-Pouilly"
"02360";"Chéry-lès-Rozoy"
"02250";"Chevennes"
"02000";"Chevregny"
"02270";"Chevresis-Monceau"
"02810";"Chézy-en-Orxois"
"02570";"Chézy-sur-Marne"
"02400";"Chierry"
"02120";"Chigny"
"02350";"Chivres-en-Laonnois"
"02880";"Chivres-Val"
"02000";"Chivy-lès-Étouvelles"
"02210";"Chouy"
"02130";"Cierges"
"02250";"Cilly"
"02220";"Ciry-Salsogne"
"02000";"Clacy-et-Thierret"
"02260";"Clairfontaine"
"02880";"Clamecy"
"02440";"Clastres"
"02340";"Clermont-les-Fermes"
"02600";"Cœuvres-et-Valsery"
"02210";"Coincy"
"02360";"Coingt"
"02860";"Colligis-Crandelain"
"02120";"Colonfay"
"02300";"Commenchon"
"02160";"Concevreux"
"02330";"Condé-en-Brie"
"02370";"Condé-sur-Aisne"
"02190";"Condé-sur-Suippe"
"02700";"Condren"
"02330";"Connigis"
"02680";"Contescourt"
"02820";"Corbeny"
"02600";"Corcy"
"02380";"Coucy-le-Château-Auffrique"
"02840";"Coucy-lès-Eppes"
"02380";"Coucy-la-Ville"
"02130";"Coulonges-Cohan"
"02310";"Coupru"
"02800";"Courbes"
"02330";"Courboin"
"02220";"Courcelles-sur-Vesle"
"02810";"Courchamps"
"02200";"Courmelles"
"02130";"Courmont"
"02850";"Courtemont-Varennes"
"02820";"Courtrizy-et-Fussigny"
"02220";"Couvrelles"
"02270";"Couvron-et-Aumencourt"
"02600";"Coyolles"
"02130";"Cramaille"
"02160";"Craonne"
"02160";"Craonnelle"
"02380";"Crécy-au-Mont"
"02270";"Crécy-sur-Serre"
"02870";"Crépy"
"02650";"Crézancy"
"02110";"Croix-Fonsomme"
"02210";"La Croix-sur-Ourcq"
"02310";"Crouttes-sur-Marne"
"02880";"Crouy"
"02120";"Crupilly"
"02880";"Cuffies"
"02480";"Cugny"
"02350";"Cuirieux"
"02220";"Cuiry-Housse"
"02160";"Cuiry-lès-Chaudardes"
"02360";"Cuiry-lès-Iviers"
"02160";"Cuissy-et-Geny"
"02200";"Cuisy-en-Almont"
"02600";"Cutry"
"02220";"Cys-la-Commune"
"02140";"Dagny-Lambercy"
"02680";"Dallon"
"02470";"Dammard"
"02600";"Dampleux"
"02800";"Danizy"
"02270";"Dercy"
"02700";"Deuillet"
"02220";"Dhuizel"
"02340";"Dizy-le-Gros"
"02360";"Dohis"
"02360";"Dolignon"
"02600";"Dommiers"
"02310";"Domptin"
"02450";"Dorengt"
"02590";"Douchy"
"02130";"Dravegny"
"02210";"Droizy"
"02480";"Dury"
"02350";"Ébouleau"
"02500";"Effry"
"02260";"Englancourt"
"02290";"Épagny"
"02500";"Éparcy"
"02400";"Épaux-Bézu"
"02400";"Épieds"
"02540";"L'Épine-aux-Bois"
"02840";"Eppes"
"02250";"Erlon"
"02260";"Erloy"
"02170";"Esquéhéries"
"02690";"Essigny-le-Grand"
"02100";"Essigny-le-Petit"
"02570";"Essises"
"02400";"Essômes-sur-Marne"
"02420";"Estrées"
"02400";"Étampes-sur-Marne"
"02110";"Étaves-et-Bocquiaux"
"02000";"Étouvelles"
"02580";"Étréaupont"
"02590";"Étreillers"
"02400";"Étrépilly"
"02510";"Étreux"
"02190";"Évergnicourt"
"02320";"Faucoucourt"
"02600";"Faverolles"
"02100";"Fayet"
"02800";"La Fère"
"02130";"Fère-en-Tardenois"
"02270";"La Ferté-Chevresis"
"02460";"La Ferté-Milon"
"02450";"Fesmy-le-Sart"
"02840";"Festieux"
"02110";"Fieulaine"
"02000";"Filain"
"02260";"La Flamengrie"
"02120";"Flavigny-le-Grand-et-Beaurain"
"02520";"Flavy-le-Martel"
"02600";"Fleury"
"02590";"Fluquières"
"02670";"Folembray"
"02110";"Fonsomme"
"02680";"Fontaine-lès-Clercs"
"02140";"Fontaine-lès-Vervins"
"02110";"Fontaine-Notre-Dame"
"02110";"Fontaine-Uterte"
"02170";"Fontenelle"
"02290";"Fontenoy"
"02590";"Foreste"
"02650";"Fossoy"
"02870";"Fourdrain"
"02760";"Francilly-Selency"
"02140";"Franqueville"
"02130";"Fresnes-en-Tardenois"
"02380";"Fresnes-sous-Coucy"
"02230";"Fresnoy-le-Grand"
"02800";"Fressancourt"
"02700";"Frières-Faillouël"
"02260";"Froidestrées"
"02270";"Froidmont-Cohartille"
"02810";"Gandelu"
"02430";"Gauchy"
"02140";"Gercy"
"02260";"Gergny"
"02590";"Germaine"
"02440";"Gibercourt"
"02350";"Gizy"
"02400";"Gland"
"02820";"Goudelancourt-lès-Berrieux"
"02350";"Goudelancourt-lès-Pierrepont"
"02130";"Goussancourt"
"02420";"Gouy"
"02350";"Grandlup-et-Fay"
"02360";"Grandrieux"
"02100";"Gricourt"
"02210";"Grisolles"
"02140";"Gronard"
"02110";"Grougis"
"02680";"Grugies"
"02190";"Guignicourt"
"02120";"Guise"
"02300";"Guivry"
"02300";"Guny"
"02160";"Guyencourt"
"02510";"Hannapes"
"02480";"Happencourt"
"02600";"Haramont"
"02140";"Harcigny"
"02420";"Hargicourt"
"02100";"Harly"
"02210";"Hartennes-et-Taux"
"02140";"Hary"
"02420";"Lehaucourt"
"02810";"Hautevesnes"
"02120";"Hauteville"
"02140";"Haution"
"02500";"La Hérie"
"02120";"Le Hérie-la-Viéville"
"02440";"Hinacourt"
"02500";"Hirson"
"02760";"Holnon"
"02720";"Homblières"
"02140";"Houry"
"02250";"Housset"
"02510";"Iron"
"02240";"Itancourt"
"02360";"Iviers"
"02850";"Jaulgonne"
"02490";"Jeancourt"
"02140";"Jeantes"
"02420";"Joncourt"
"02220";"Jouaignes"
"02380";"Jumencourt"
"02160";"Jumigny"
"02480";"Jussy"
"02880";"Juvigny"
"02190";"Juvincourt-et-Damary"
"02880";"Laffaux"
"02140";"Laigny"
"02590";"Lanchy"
"02120";"Landifay-et-Bertaignemont"
"02140";"Landouzy-la-Cour"
"02140";"Landouzy-la-Ville"
"02380";"Landricourt"
"02000";"Laniscourt"
"02000";"Laon"
"02150";"Lappion"
"02600";"Largny-sur-Automne"
"02210";"Latilly"
"02210";"Launoy"
"02860";"Laval-en-Laonnois"
"02450";"Lavaqueresse"
"02600";"Laversine"
"02140";"Lemé"
"02420";"Lempire"
"02260";"Lerzy"
"02170";"Leschelle"
"02100";"Lesdins"
"02220";"Lesges"
"02120";"Lesquielles-Saint-Germain"
"02380";"Leuilly-sous-Coucy"
"02880";"Leury"
"02500";"Leuze"
"02420";"Levergies"
"02220";"Lhuys"
"02810";"Licy-Clignon"
"02860";"Lierval"
"02350";"Liesse-Notre-Dame"
"02700";"Liez"
"02220";"Limé"
"02340";"Lislet"
"02320";"Lizy"
"02500";"Logny-lès-Aubenton"
"02600";"Longpont"
"02160";"Les Septvallons"
"02190";"Lor"
"02600";"Louâtre"
"02130";"Loupeigne"
"02400";"Lucy-le-Bocage"
"02140";"Lugny"
"02500";"Luzoir"
"02440";"Ly-Fontaine"
"02220";"Maast-et-Violaine"
"02350";"Mâchecourt"
"02470";"Macogny"
"02120";"Macquigny"
"02420";"Magny-la-Fosse"
"02490";"Maissemy"
"02160";"Maizy"
"02190";"La Malmaison"
"02120";"Malzy"
"02300";"Manicamp"
"02350";"Marchais"
"02540";"Dhuys et Morin-en-Brie"
"02330";"Dhuys et Morin-en-Brie"
"02720";"Marcy"
"02250";"Marcy-sous-Marle"
"02300";"Marest-Dampcourt"
"02130";"Mareuil-en-Dôle"
"02140";"Marfontaine"
"02880";"Margival"
"02810";"Marigny-en-Orxois"
"02470";"Marizy-Sainte-Geneviève"
"02470";"Marizy-Saint-Mard"
"02250";"Marle"
"02120";"Marly-Gomont"
"02500";"Martigny"
"02860";"Martigny-Courpierre"
"02820";"Mauregny-en-Haye"
"02800";"Mayot"
"02700";"Mennessis"
"02190";"Menneville"
"02630";"Mennevret"
"02200";"Mercin-et-Vaux"
"02000";"Merlieux-et-Fouquerolles"
"02270";"Mesbrecourt-Richecourt"
"02720";"Mesnil-Saint-Laurent"
"02160";"Meurival"
"02240";"Mézières-sur-Oise"
"02650";"Mézy-Moulins"
"02200";"Missy-aux-Bois"
"02350";"Missy-lès-Pierrepont"
"02880";"Missy-sur-Aisne"
"02110";"Molain"
"02000";"Molinchart"
"02000";"Monampteuil"
"02270";"Monceau-le-Neuf-et-Faucouzy"
"02270";"Monceau-lès-Leups"
"02840";"Monceau-le-Waast"
"02120";"Monceau-sur-Oise"
"02500";"Mondrepuis"
"02470";"Monnes"
"02000";"Mons-en-Laonnois"
"02820";"Montaigu"
"02000";"Montbavin"
"02110";"Montbrehain"
"02860";"Montchâlons"
"02340";"Montcornet"
"02390";"Mont-d'Origny"
"02440";"Montescourt-Lizerolles"
"02540";"Montfaucon"
"02600";"Montgobert"
"02210";"Montgru-Saint-Hilaire"
"02860";"Monthenault"
"02400";"Monthiers"
"02330";"Monthurel"
"02110";"Montigny-en-Arrouaise"
"02810";"Montigny-l'Allier"
"02250";"Montigny-le-Franc"
"02290";"Montigny-Lengrain"
"02330";"Montigny-lès-Condé"
"02250";"Montigny-sous-Marle"
"02270";"Montigny-sur-Crécy"
"02330";"Montlevon"
"02340";"Montloué"
"02220";"Mont-Notre-Dame"
"02310";"Montreuil-aux-Lions"
"02360";"Mont-Saint-Jean"
"02220";"Mont-Saint-Martin"
"02400";"Mont-Saint-Père"
"02100";"Morcourt"
"02360";"Morgny-en-Thiérache"
"02290";"Morsain"
"02600";"Mortefontaine"
"02270";"Mortiers"
"02160";"Moulins"
"02160";"Moussy-Verneuil"
"02610";"Moÿ-de-l'Aisne"
"02210";"Muret-et-Crouttes"
"02160";"Muscourt"
"02140";"Nampcelles-la-Cour"
"02200";"Nampteuil-sous-Muret"
"02880";"Nanteuil-la-Fosse"
"02210";"Nanteuil-Notre-Dame"
"02420";"Nauroy"
"02400";"Nesles-la-Montagne"
"02190";"Neufchâtel-sur-Aisne"
"02300";"Neuflieux"
"02470";"Neuilly-Saint-Front"
"02500";"Neuve-Maison"
"02250";"La Neuville-Bosmont"
"02300";"La Neuville-en-Beine"
"02250";"La Neuville-Housset"
"02450";"La Neuville-lès-Dorengt"
"02100";"Neuville-Saint-Amand"
"02860";"Neuville-sur-Ailette"
"02880";"Neuville-sur-Margival"
"02390";"Neuvillette"
"02150";"Nizy-le-Comte"
"02400";"Nogentel"
"02310";"Nogent-l'Artaud"
"02340";"Noircourt"
"02600";"Noroy-sur-Ourcq"
"02170";"Le Nouvion-en-Thiérache"
"02270";"Nouvion-et-Catillon"
"02800";"Nouvion-le-Comte"
"02860";"Nouvion-le-Vineux"
"02290";"Nouvron-Vingré"
"02120";"Noyales"
"02200";"Noyant-et-Aconin"
"02160";"Œuilly"
"02300";"Ognes"
"02500";"Ohis"
"02600";"Oigny-en-Valois"
"02450";"Oisy"
"02480";"Ollezy"
"02100";"Omissy"
"02190";"Orainville"
"02860";"Orgeval"
"02550";"Origny-en-Thiérache"
"02390";"Origny-Sainte-Benoite"
"02290";"Osly-Courtil"
"02370";"Ostel"
"02160";"Oulches-la-Vallée-Foulon"
